"FACT_LOAN_ID","LOAN_AMOUNT","INT_RATE","INSTALLMENT","TOTAL_PAYMENT","DTI","APPLICATION_TYPE","DIM_LOAN_ID","BORROWER_ID","STATE_CODE","ISSUE_DATE_ID","LAST_PAYMENT_DATE_ID","NEXT_PAYMENT_DATE_ID","LAST_CREDIT_PULL_DATE_ID"
657052,14000,0.1111,459.08,15692,0.1426,"INDIVIDUAL","1461","840329","NY",11-JAN-2021,12-JUN-2021,12-JUL-2021,15-JUN-2021
772058,21700,0.1199,720.65,25943,0.1846,"INDIVIDUAL","1461","973902","IL",11-JUN-2021,14-JUN-2021,14-JUL-2021,16-MAY-2021
874363,12250,0.0999,395.22,14228,0.1608,"INDIVIDUAL","505","1088830","IL",11-SEP-2021,14-SEP-2021,14-OCT-2021,14-SEP-2021
1047629,11325,0.0991,364.95,13138,0.168,"INDIVIDUAL","505","1278727","CA",11-DEC-2021,14-DEC-2021,14-JAN-2022,15-DEC-2021
838518,20000,0.0999,645.25,23229,0.2234,"INDIVIDUAL","505","1048617","CA",11-AUG-2021,14-AUG-2021,14-SEP-2021,14-AUG-2021
515580,25000,0.0988,805.28,28991,0.1035,"INDIVIDUAL","505","666449","CA",10-MAY-2021,13-MAY-2021,13-JUN-2021,16-MAY-2021
1037197,7000,0.0991,225.58,8121,0.0864,"INDIVIDUAL","505","1266888","CA",11-NOV-2021,14-DEC-2021,14-JAN-2022,15-JAN-2021
771526,18800,0.0999,606.54,21662,0.0664,"INDIVIDUAL","505","973315","CA",11-JUN-2021,13-OCT-2021,13-NOV-2021,16-MAR-2021
733349,4750,0.1,153.27,5499,0.1474,"INDIVIDUAL","625","929702","FL",11-APR-2021,13-DEC-2021,13-JAN-2022,13-DEC-2021
743965,15000,0.1059,488.18,17549,0.155,"INDIVIDUAL","625","942359","CA",11-MAY-2021,14-MAR-2021,14-APR-2021,14-MAR-2021
606654,1000,0.0925,31.92,1149,0.1544,"INDIVIDUAL","625","778257","CA",10-NOV-2021,13-NOV-2021,13-DEC-2021,16-MAY-2021
612831,22000,0.0925,534.6,19246,0.199,"INDIVIDUAL","625","785788","CA",10-NOV-2021,13-DEC-2021,13-JAN-2022,13-NOV-2021
436466,20000,0.1148,659.37,23737,0.0919,"INDIVIDUAL","625","522651","NY",09-AUG-2021,12-SEP-2021,12-OCT-2021,12-SEP-2021
980207,21000,0.1171,694.6,24712,0.0381,"INDIVIDUAL","1499","1203379","NY",11-OCT-2021,14-JAN-2021,14-FEB-2021,16-MAY-2021
423544,11000,0.1158,363.15,12547,0.0932,"INDIVIDUAL","1499","498745","CA",09-JUL-2021,11-FEB-2021,11-MAR-2021,16-FEB-2021
984791,10000,0.1171,330.76,10945,0.2176,"INDIVIDUAL","1499","1208218","NY",11-OCT-2021,12-SEP-2021,12-OCT-2021,16-APR-2021
1008762,3200,0.1171,105.85,3292,0.1779,"INDIVIDUAL","1499","1223731","OR",11-NOV-2021,12-FEB-2021,12-MAR-2021,12-FEB-2021
465683,12600,0.1183,417.49,15030,0.2014,"INDIVIDUAL","1499","584468","NY",09-DEC-2021,12-DEC-2021,12-JAN-2022,16-FEB-2021
759484,4600,0.1099,150.58,4943,0.0715,"INDIVIDUAL","1499","959731","NY",11-MAY-2021,12-MAR-2021,12-APR-2021,15-SEP-2021
775705,9000,0.1099,294.61,9671,0.1993,"INDIVIDUAL","1499","977978","WA",11-JUN-2021,12-MAY-2021,12-JUN-2021,16-MAY-2021
982253,15000,0.1171,496.14,17556,0.191,"INDIVIDUAL","1499","1205455","NY",11-OCT-2021,13-NOV-2021,13-DEC-2021,16-MAY-2021
648522,10000,0.0999,322.63,10543,0.1405,"INDIVIDUAL","1711","829381","OH",11-JAN-2021,12-MAR-2021,12-APR-2021,12-MAR-2021
477015,20000,0.1218,666,23977,0.135,"INDIVIDUAL","1711","604615","CA",10-JAN-2021,13-FEB-2021,13-MAR-2021,16-MAR-2021
895133,13600,0.1242,454.45,16315,0.1905,"INDIVIDUAL","1711","1115684","CA",11-OCT-2021,14-AUG-2021,14-SEP-2021,16-MAY-2021
417652,15000,0.1189,497.46,17648,0.2027,"INDIVIDUAL","1711","486468","IL",09-JUN-2021,11-SEP-2021,11-OCT-2021,11-AUG-2021
1038123,12000,0.1242,400.99,14351,0.168,"INDIVIDUAL","1711","1268039","MD",11-NOV-2021,14-JUN-2021,14-JUL-2021,16-MAY-2021
732736,9000,0.1111,295.12,10624,0.2105,"INDIVIDUAL","1461","928970","RI",11-APR-2021,14-MAY-2021,14-JUN-2021,16-MAY-2021
711378,20000,0.1111,655.82,23609,0.2207,"INDIVIDUAL","1461","904326","NC",11-MAR-2021,14-APR-2021,14-MAY-2021,16-MAY-2021
584381,25000,0.1186,828.69,29810,0.0991,"INDIVIDUAL","1461","750872","NY",10-SEP-2021,13-AUG-2021,13-SEP-2021,16-MAY-2021
787108,20000,0.1199,664.2,23846,0.2314,"INDIVIDUAL","1461","990613","NY",11-JUN-2021,14-MAR-2021,14-APR-2021,16-APR-2021
845130,32500,0.0999,911.42,29576,0.1951,"INDIVIDUAL","505","1056288","NJ",11-AUG-2021,12-MAR-2021,12-APR-2021,14-JUN-2021
990654,21000,0.1065,684.04,23950,0.2002,"INDIVIDUAL","625","1214641","CA",11-OCT-2021,13-OCT-2021,13-NOV-2021,16-MAY-2021
595153,25000,0.1075,598.59,21550,0.1916,"INDIVIDUAL","625","764154","CA",10-OCT-2021,13-OCT-2021,13-NOV-2021,16-MAY-2021
583463,18250,0.1075,595.33,21433,0.2423,"INDIVIDUAL","625","749744","CA",10-SEP-2021,13-OCT-2021,13-NOV-2021,16-MAY-2021
619503,7000,0.0962,224.63,8087,0.072,"INDIVIDUAL","1499","794025","CA",10-NOV-2021,13-DEC-2021,13-JAN-2022,16-MAR-2021
713566,6500,0.1037,210.87,7591,0.0736,"INDIVIDUAL","1499","906816","WA",11-MAR-2021,14-APR-2021,14-MAY-2021,14-APR-2021
648883,14400,0.1037,467.16,15165,0.0455,"INDIVIDUAL","1499","830146","GA",11-JAN-2021,11-OCT-2021,11-NOV-2021,13-MAR-2021
739336,25000,0.1037,811.03,29197,0.1034,"INDIVIDUAL","1499","936911","NY",11-APR-2021,14-MAY-2021,14-JUN-2021,14-MAY-2021
997558,20000,0.1171,661.52,23815,0.1612,"INDIVIDUAL","1499","1222657","MA",11-NOV-2021,14-NOV-2021,14-DEC-2021,16-APR-2021
857637,14000,0.1199,311.36,16023,0.1952,"INDIVIDUAL","1765","1070126","TX",11-AUG-2021,13-JAN-2021,13-FEB-2021,14-FEB-2021
711318,12000,0.1074,259.36,15561,0.1433,"INDIVIDUAL","1616","904208","NJ",11-MAR-2021,16-APR-2021,16-MAY-2021,16-MAY-2021
627962,18000,0.0999,382.36,21498,0.132,"INDIVIDUAL","1616","804686","OH",10-DEC-2021,13-MAY-2021,13-JUN-2021,15-APR-2021
518461,12000,0.1099,164.12,9847,0.1469,"INDIVIDUAL","1616","670166","CA",10-MAY-2021,15-JUN-2021,15-JUL-2021,16-MAY-2021
565883,12000,0.1186,266.09,15884,0.0875,"INDIVIDUAL","1765","728000","GA",10-AUG-2021,15-JAN-2021,15-FEB-2021,15-JAN-2021
750920,4500,0.1059,96.93,5305,0.0693,"INDIVIDUAL","722","950329","MN",11-MAY-2021,13-MAY-2021,13-JUN-2021,13-MAY-2021
722925,8400,0.1037,180.01,10800,0.1575,"INDIVIDUAL","1454","917798","PA",11-APR-2021,16-APR-2021,16-MAY-2021,16-APR-2021
561568,20000,0.0962,421.22,24470,0.1185,"INDIVIDUAL","1454","722709","OK",10-DEC-2021,14-FEB-2021,14-MAR-2021,16-MAY-2021
838376,13000,0.1099,282.59,13119,0.1763,"INDIVIDUAL","1454","1048455","NV",11-AUG-2021,11-SEP-2021,11-OCT-2021,11-SEP-2021
525918,15000,0.1149,201.74,10513,0.1774,"INDIVIDUAL","1616","680437","MI",10-JUN-2021,11-DEC-2021,11-JAN-2022,11-DEC-2021
774984,12000,0.1149,263.86,13841,0.149,"INDIVIDUAL","1616","977201","OH",11-JUN-2021,13-JAN-2021,13-FEB-2021,13-FEB-2021
838700,12000,0.1149,263.86,14897,0.1057,"INDIVIDUAL","1616","1048812","NY",11-AUG-2021,14-APR-2021,14-MAY-2021,14-APR-2021
791406,18000,0.1149,395.78,23377,0.1963,"INDIVIDUAL","1616","995713","GA",11-JUN-2021,15-MAY-2021,15-JUN-2021,16-MAY-2021
536694,10000,0.1186,221.74,13304,0.139,"INDIVIDUAL","1765","693310","PA",10-JUN-2021,15-JUL-2021,15-AUG-2021,16-MAR-2021
781375,10000,0.1262,225.6,11175,0.0829,"INDIVIDUAL","1765","984220","IL",11-JUN-2021,12-JUN-2021,12-JUL-2021,16-MAY-2021
1034572,12000,0.1171,265.18,13521,0.1787,"INDIVIDUAL","1454","1264157","AZ",11-DEC-2021,13-FEB-2021,13-MAR-2021,13-FEB-2021
808759,16800,0.1199,373.63,21042,0.1073,"INDIVIDUAL","1765","1015516","MA",11-JUL-2021,14-APR-2021,14-MAY-2021,14-APR-2021
706497,7350,0.1074,158.86,9531,0.2982,"INDIVIDUAL","1616","898712","WA",11-MAR-2021,16-APR-2021,16-MAY-2021,16-MAR-2021
675333,10000,0.1037,214.3,11245,0.0808,"INDIVIDUAL","1454","863090","CT",11-FEB-2021,12-JUL-2021,12-AUG-2021,16-APR-2021
798429,15250,0.1099,331.5,18837,0.1195,"INDIVIDUAL","1454","1003551","CO",11-JUN-2021,14-APR-2021,14-MAY-2021,14-APR-2021
606969,20000,0.0962,264.84,15676,0.1319,"INDIVIDUAL","1454","778674","WA",10-NOV-2021,14-SEP-2021,14-OCT-2021,15-MAY-2021
550110,18000,0.1112,392.45,23116,0.157,"INDIVIDUAL","1454","709110","CA",10-JUL-2021,14-AUG-2021,14-SEP-2021,16-MAR-2021
991708,14400,0.1269,325.37,18752,0.2242,"INDIVIDUAL","1765","1216334","TX",11-OCT-2021,15-JAN-2021,15-FEB-2021,15-JAN-2021
524583,10000,0.1075,216.18,12868,0.0956,"INDIVIDUAL","722","678755","WA",10-JUN-2021,14-AUG-2021,14-SEP-2021,14-AUG-2021
642665,4125,0.0999,87.63,5257,0.1195,"INDIVIDUAL","1616","822616","AZ",10-DEC-2021,16-JAN-2021,16-FEB-2021,16-JAN-2021
581838,12800,0.1149,281.45,16200,0.0672,"INDIVIDUAL","1616","747831","CT",10-SEP-2021,13-NOV-2021,13-DEC-2021,13-NOV-2021
561461,6650,0.1112,144.99,8565,0.065,"INDIVIDUAL","1454","722572","TX",10-AUG-2021,14-JUL-2021,14-AUG-2021,16-MAY-2021
607221,16500,0.0888,214.77,12869,0.1349,"INDIVIDUAL","555","778981","TX",10-NOV-2021,15-JUN-2021,15-JUL-2021,16-FEB-2021
871878,16000,0.1059,344.62,16418,0.0256,"INDIVIDUAL","722","1085981","NY",11-SEP-2021,11-DEC-2021,11-JAN-2022,12-MAR-2021
657556,10000,0.1037,214.3,12855,0.1695,"INDIVIDUAL","1454","840933","PA",11-JAN-2021,15-DEC-2021,15-JAN-2022,16-MAY-2021
527782,15000,0.1112,327.04,18716,0.1366,"INDIVIDUAL","1454","682649","NM",10-JUN-2021,13-JUN-2021,13-JUL-2021,13-JUN-2021
967590,12000,0.1065,258.82,14674,0.1412,"INDIVIDUAL","722","1188321","NV",11-OCT-2021,14-JUN-2021,14-JUL-2021,14-JUN-2021
1001157,12000,0.1171,265.18,15590,0.1355,"INDIVIDUAL","1454","1226939","PA",11-NOV-2021,15-JUL-2021,15-AUG-2021,15-JUL-2021
539519,13550,0.1149,297.94,17089,0.0956,"INDIVIDUAL","1616","696680","AZ",10-JUL-2021,13-JUL-2021,13-AUG-2021,13-AUG-2021
610644,6250,0.0999,132.77,7040,0.0124,"INDIVIDUAL","1616","783098","MI",10-NOV-2021,12-APR-2021,12-MAY-2021,12-MAY-2021
639912,7300,0.0962,153.75,9224,0.2184,"INDIVIDUAL","1454","819213","TX",10-DEC-2021,16-JAN-2021,16-FEB-2021,16-JAN-2021
593253,10000,0.1186,221.74,13304,0.246,"INDIVIDUAL","1765","761839","SC",10-OCT-2021,15-OCT-2021,15-NOV-2021,15-AUG-2021
1014567,12000,0.0991,254.44,14958,0.0331,"INDIVIDUAL","555","1241953","VA",11-NOV-2021,15-MAY-2021,15-JUN-2021,15-JUN-2021
865992,14000,0.0999,230.48,13119,0.0942,"INDIVIDUAL","555","1079375","PA",11-SEP-2021,14-MAY-2021,14-JUN-2021,14-MAY-2021
572171,9600,0.1075,207.54,11648,0.1375,"INDIVIDUAL","722","735968","NJ",10-AUG-2021,13-JUN-2021,13-JUL-2021,16-MAY-2021
551897,6500,0.1149,142.92,7087,0.1368,"INDIVIDUAL","1616","711207","WI",10-JUL-2021,11-JUN-2021,11-JUL-2021,11-JUN-2021
539041,5500,0.1186,121.96,6013,0.0981,"INDIVIDUAL","1765","696139","NJ",10-JUL-2021,11-JUN-2021,11-JUL-2021,16-MAR-2021
693196,6000,0.1,127.49,7574,0.0176,"INDIVIDUAL","722","884002","GA",11-MAR-2021,15-MAR-2021,15-APR-2021,15-MAR-2021
520482,12000,0.1099,191.84,10944,0.2133,"INDIVIDUAL","1616","672883","TX",10-JUN-2021,13-APR-2021,13-MAY-2021,16-MAY-2021
574951,6000,0.1186,133.05,7982,0.0856,"INDIVIDUAL","1765","739603","AR",10-SEP-2021,15-SEP-2021,15-OCT-2021,15-SEP-2021
830225,12000,0.1199,266.88,13440,0.1638,"INDIVIDUAL","1765","1039382","OK",11-JUL-2021,12-SEP-2021,12-OCT-2021,12-SEP-2021
1017149,12000,0.1269,271.14,12942,0.1443,"INDIVIDUAL","1765","1245109","OK",11-NOV-2021,13-FEB-2021,13-MAR-2021,15-JUN-2021
529777,9600,0.1323,219.57,13173,0.0256,"INDIVIDUAL","940","685080","SC",10-JUN-2021,15-JUL-2021,15-AUG-2021,15-JUN-2021
635476,20000,0.1223,447.22,26104,0.1497,"INDIVIDUAL","940","798986","NC",10-DEC-2021,14-JUL-2021,14-AUG-2021,16-MAY-2021
531007,10000,0.1323,228.71,12980,0.1417,"INDIVIDUAL","940","686577","SD",10-JUN-2021,13-MAY-2021,13-JUN-2021,13-MAY-2021
598134,25000,0.1323,361.94,21716,0.2011,"INDIVIDUAL","940","767707","TX",10-OCT-2021,15-NOV-2021,15-DEC-2021,16-MAY-2021
541949,15000,0.1323,343.07,20028,0.0153,"INDIVIDUAL","940","699440","OH",10-JUL-2021,14-JUL-2021,14-AUG-2021,14-AUG-2021
548609,10000,0.1323,228.71,13723,0.1699,"INDIVIDUAL","940","707264","TX",10-JUL-2021,15-AUG-2021,15-SEP-2021,16-MAY-2021
1022929,9600,0.1427,224.73,11944,0.0935,"INDIVIDUAL","1043","1251942","CA",11-NOV-2021,13-DEC-2021,13-JAN-2022,16-APR-2021
675545,17250,0.1306,393.03,23581,0.1355,"INDIVIDUAL","1043","863356","CA",11-FEB-2021,16-MAR-2021,16-APR-2021,16-MAR-2021
568700,15000,0.1398,348.87,20932,0.1535,"INDIVIDUAL","1007","731607","NJ",10-AUG-2021,15-SEP-2021,15-OCT-2021,16-MAY-2021
747160,14000,0.1349,322.07,19161,0.1348,"INDIVIDUAL","1043","946012","AZ",11-MAY-2021,15-JUL-2021,15-AUG-2021,15-AUG-2021
638338,12000,0.1298,272.92,15952,0.1179,"INDIVIDUAL","1007","817703","NV",10-DEC-2021,14-AUG-2021,14-SEP-2021,16-MAY-2021
533602,7500,0.1398,174.44,10466,0.1885,"INDIVIDUAL","1007","689723","NY",10-JUL-2021,15-JUL-2021,15-AUG-2021,15-JUL-2021
879493,15000,0.1349,345.08,20227,0.1648,"INDIVIDUAL","940","1094423","MO",11-SEP-2021,15-MAY-2021,15-JUN-2021,15-JUN-2021
614703,25000,0.1298,344.56,20303,0.2172,"INDIVIDUAL","1007","788241","TX",10-NOV-2021,14-OCT-2021,14-NOV-2021,16-MAY-2021
656423,11000,0.1306,250.63,15037,0.1161,"INDIVIDUAL","1043","839559","CA",11-JAN-2021,16-FEB-2021,16-MAR-2021,16-MAY-2021
803561,14000,0.1349,322.07,17937,0.1283,"INDIVIDUAL","1043","1009334","AZ",11-JUL-2021,14-FEB-2021,14-MAR-2021,14-FEB-2021
642846,9575,0.1335,219.59,13089,0.0462,"INDIVIDUAL","757","822747","CA",11-JAN-2021,15-APR-2021,15-MAY-2021,16-MAY-2021
602949,12000,0.1223,268.34,15863,0.2248,"INDIVIDUAL","940","773626","NY",10-OCT-2021,14-OCT-2021,14-NOV-2021,15-NOV-2021
577179,3600,0.1398,83.73,5024,0.0594,"INDIVIDUAL","1007","742245","NY",10-SEP-2021,15-OCT-2021,15-NOV-2021,15-SEP-2021
696329,17600,0.1268,397.58,23855,0.1723,"INDIVIDUAL","940","887485","NV",11-MAR-2021,16-APR-2021,16-MAY-2021,16-APR-2021
1040234,15000,0.1349,345.08,16742,0.216,"INDIVIDUAL","940","1270194","LA",11-DEC-2021,12-NOV-2021,12-DEC-2021,16-MAY-2021
532311,23500,0.1323,333.35,19945,0.1685,"INDIVIDUAL","940","688065","GA",10-JUN-2021,15-JAN-2021,15-FEB-2021,15-MAR-2021
768744,12750,0.1299,290.04,17162,0.1066,"INDIVIDUAL","940","970099","FL",11-MAY-2021,15-MAY-2021,15-JUN-2021,16-MAY-2021
571564,18000,0.1323,411.68,21638,0.1342,"INDIVIDUAL","940","735207","FL",10-SEP-2021,12-JUN-2021,12-JUL-2021,16-MAY-2021
973448,12000,0.1427,280.91,15645,0.0436,"INDIVIDUAL","1043","1195449","NJ",11-OCT-2021,14-JUN-2021,14-JUL-2021,15-MAY-2021
844104,16000,0.1399,372.21,22141,0.1052,"INDIVIDUAL","1007","1054997","MN",11-AUG-2021,15-NOV-2021,15-DEC-2021,15-NOV-2021
610970,8000,0.1372,184.99,11099,0.0762,"INDIVIDUAL","2991","783520","NV",10-NOV-2021,15-NOV-2021,15-DEC-2021,15-NOV-2021
698436,12000,0.1417,280.28,16719,0.1631,"INDIVIDUAL","2991","889881","LA",11-MAR-2021,15-SEP-2021,15-OCT-2021,16-MAY-2021
669037,12000,0.1417,280.28,16237,0.0957,"INDIVIDUAL","2991","855451","MA",11-FEB-2021,14-JUL-2021,14-AUG-2021,15-DEC-2021
779812,9775,0.1287,221.77,12190,0.1829,"INDIVIDUAL","940","982577","NC",11-JUN-2021,13-OCT-2021,13-NOV-2021,16-MAY-2021
554139,2500,0.1361,57.67,3460,0.2083,"INDIVIDUAL","1043","713888","PA",10-JUL-2021,15-AUG-2021,15-SEP-2021,15-OCT-2021
1029617,15000,0.1527,358.98,20973,0.1969,"INDIVIDUAL","757","1258994","PA",11-NOV-2021,15-AUG-2021,15-SEP-2021,15-AUG-2021
1052133,12000,0.1596,291.57,17192,0.2611,"INDIVIDUAL","2991","1283676","CA",11-DEC-2021,15-NOV-2021,15-DEC-2021,16-MAY-2021
757733,9000,0.1399,209.37,10608,0.2415,"INDIVIDUAL","1007","957807","TX",11-MAY-2021,12-NOV-2021,12-DEC-2021,12-NOV-2021
621660,4750,0.1335,108.94,5079,0.2463,"INDIVIDUAL","757","796735","VA",10-NOV-2021,11-JUL-2021,11-AUG-2021,11-JUL-2021
828024,12000,0.1349,276.06,14274,0.1396,"INDIVIDUAL","1043","1037022","CA",11-JUL-2021,13-MAR-2021,13-APR-2021,16-APR-2021
496213,9000,0.1398,209.33,11948,0.0951,"INDIVIDUAL","1007","635773","CO",10-JUN-2021,13-AUG-2021,13-SEP-2021,13-AUG-2021
607202,4000,0.1261,90.22,5413,0.2342,"INDIVIDUAL","1043","778959","MN",10-NOV-2021,15-NOV-2021,15-DEC-2021,16-JAN-2021
552420,10000,0.1323,228.71,10539,0.1079,"INDIVIDUAL","940","711825","WV",10-JUL-2021,11-JAN-2021,11-FEB-2021,11-NOV-2021
519082,13750,0.1311,191.03,10749,0.2136,"INDIVIDUAL","1043","671027","MO",10-MAY-2021,13-MAR-2021,13-APR-2021,16-MAY-2021
710690,16000,0.1343,367.59,22055,0.1344,"INDIVIDUAL","1007","903467","FL",11-MAR-2021,16-APR-2021,16-MAY-2021,16-APR-2021
669514,18550,0.1343,426.17,25165,0.1335,"INDIVIDUAL","1007","856082","IL",11-FEB-2021,15-JAN-2021,15-FEB-2021,16-MAR-2021
1008460,4800,0.1758,120.8,6871,0.0983,"INDIVIDUAL","3343","1235168","WV",11-NOV-2021,15-JAN-2021,15-FEB-2021,15-FEB-2021
733387,10600,0.1565,255.81,12153,0.225,"INDIVIDUAL","3343","929748","NV",11-APR-2021,12-MAY-2021,12-JUN-2021,12-MAY-2021
716253,15000,0.1602,364.94,21899,0.1845,"INDIVIDUAL","2823","910043","FL",11-APR-2021,16-MAY-2021,16-JUN-2021,16-APR-2021
1018348,10000,0.1758,251.66,11130,0.1509,"INDIVIDUAL","3343","1246801","SC",11-NOV-2021,12-SEP-2021,12-OCT-2021,12-SEP-2021
937246,9250,0.1677,228.75,11450,0.065,"INDIVIDUAL","3210","1157997","OH",11-OCT-2021,13-MAY-2021,13-JUN-2021,16-MAY-2021
1036356,13350,0.1727,333.73,19044,0.2053,"INDIVIDUAL","2832","1266222","OH",11-DEC-2021,15-MAY-2021,15-JUN-2021,15-JUN-2021
853204,12600,0.1839,322.64,14780,0.1467,"INDIVIDUAL","2620","1065361","SC",11-AUG-2021,12-SEP-2021,12-OCT-2021,16-MAY-2021
888509,15000,0.1942,392.59,23266,0.1006,"INDIVIDUAL","2084","1104925","NJ",11-SEP-2021,15-DEC-2021,15-JAN-2022,16-MAR-2021
872714,10800,0.1942,282.66,16230,0.173,"INDIVIDUAL","2084","1086920","MT",11-SEP-2021,15-MAR-2021,15-APR-2021,16-MAY-2021
749211,3400,0.164,83.41,5004,0.0517,"INDIVIDUAL","3180","935606","CA",11-MAY-2021,16-MAY-2021,16-JUN-2021,16-MAY-2021
857120,12000,0.1839,307.28,15696,0.1934,"INDIVIDUAL","2620","1069550","GA",11-AUG-2021,13-AUG-2021,13-SEP-2021,13-AUG-2021
535463,15000,0.1645,368.37,16768,0.1988,"INDIVIDUAL","3180","691895","GA",10-JUN-2021,11-APR-2021,11-MAY-2021,11-APR-2021
840524,27000,0.1839,691.37,38685,0.1477,"INDIVIDUAL","2620","1050913","NJ",11-AUG-2021,14-AUG-2021,14-SEP-2021,16-APR-2021
902095,17000,0.1864,437.63,25825,0.192,"INDIVIDUAL","3180","1122646","TX",11-NOV-2021,15-NOV-2021,15-DEC-2021,15-DEC-2021
594883,15000,0.1756,377.33,22436,0.13,"INDIVIDUAL","2351","763829","MI",10-OCT-2021,15-FEB-2021,15-MAR-2021,16-FEB-2021
743614,4000,0.1969,105.29,6317,0.0276,"INDIVIDUAL","2505","941903","TX",11-MAY-2021,16-MAY-2021,16-JUN-2021,16-MAY-2021
733698,10000,0.1714,249.28,13276,0.0222,"INDIVIDUAL","2084","930091","NJ",11-APR-2021,13-SEP-2021,13-OCT-2021,15-JAN-2021
861168,13200,0.1929,344.53,16999,0.201,"INDIVIDUAL","2351","1074048","NY",11-AUG-2021,13-MAY-2021,13-JUN-2021,16-FEB-2021
641899,18000,0.1706,447.93,18256,0.145,"INDIVIDUAL","2351","803364","FL",11-JAN-2021,11-FEB-2021,11-MAR-2021,11-FEB-2021
714436,17500,0.1936,457.44,26734,0.195,"INDIVIDUAL","2121","892473","CA",11-MAR-2021,15-FEB-2021,15-MAR-2021,15-FEB-2021
722536,13000,0.1825,331.89,17904,0.1718,"INDIVIDUAL","1841","917379","TX",11-APR-2021,13-OCT-2021,13-NOV-2021,14-SEP-2021
663275,10625,0.1862,273.41,14617,0.2205,"INDIVIDUAL","1948","848142","KS",11-FEB-2021,13-AUG-2021,13-SEP-2021,15-OCT-2021
838565,18400,0.2025,490.06,29380,0.1924,"INDIVIDUAL","1841","1048669","TX",11-AUG-2021,16-APR-2021,16-MAY-2021,16-MAY-2021
663901,10000,0.1862,257.32,15439,0.1419,"INDIVIDUAL","1948","848923","TX",11-FEB-2021,16-FEB-2021,16-MAR-2021,16-FEB-2021
720861,20000,0.2011,531.11,23497,0.1518,"INDIVIDUAL","2267","915351","NJ",11-APR-2021,12-MAR-2021,12-APR-2021,16-MAY-2021
1037142,15000,0.1825,382.95,18968,0.1717,"INDIVIDUAL","2823","1267032","CA",11-DEC-2021,13-SEP-2021,13-OCT-2021,13-SEP-2021
513593,6400,0.0714,127.16,7629,0.0752,"INDIVIDUAL","194","663639","NJ",10-MAY-2021,15-JUN-2021,15-JUL-2021,15-MAY-2021
715997,9400,0.0766,189.08,10945,0.1814,"INDIVIDUAL","429","909749","LA",11-APR-2021,14-FEB-2021,14-MAR-2021,14-SEP-2021
677395,6000,0.0766,120.69,6907,0.2563,"INDIVIDUAL","429","865484","MD",11-FEB-2021,13-SEP-2021,13-OCT-2021,13-SEP-2021
603393,20000,0.0654,391.7,22102,0.1143,"INDIVIDUAL","333","774230","VA",10-OCT-2021,12-OCT-2021,12-NOV-2021,12-OCT-2021
511195,10000,0.0751,139.3,7920,0.1717,"INDIVIDUAL","333","660264","CA",10-MAY-2021,13-AUG-2021,13-SEP-2021,13-AUG-2021
1006581,13000,0.089,269.23,15877,0.1619,"INDIVIDUAL","429","1232994","CA",11-NOV-2021,15-JUN-2021,15-JUL-2021,15-JUN-2021
609824,4000,0.0691,79.04,4661,0.0816,"INDIVIDUAL","429","782160","RI",10-NOV-2021,14-JUN-2021,14-JUL-2021,16-MAY-2021
600836,20000,0.0691,395.18,23264,0.0972,"INDIVIDUAL","429","771090","NY",10-OCT-2021,14-APR-2021,14-MAY-2021,14-NOV-2021
711685,7500,0.0963,158,9251,0.0446,"INDIVIDUAL","556","904666","WI",11-MAR-2021,14-SEP-2021,14-OCT-2021,16-MAY-2021
768783,13000,0.1059,280.01,14652,0.1163,"INDIVIDUAL","723","970153","FL",11-JUN-2021,12-OCT-2021,12-NOV-2021,15-AUG-2021
709621,10200,0.1037,218.59,12154,0.2936,"INDIVIDUAL","1462","902272","NC",11-MAR-2021,13-JUL-2021,13-AUG-2021,13-JUL-2021
648421,5000,0.1074,108.07,6328,0.1589,"INDIVIDUAL","1617","829548","FL",11-JAN-2021,14-AUG-2021,14-SEP-2021,14-AUG-2021
553077,16000,0.1149,351.81,21108,0.0552,"INDIVIDUAL","1617","712637","NY",10-AUG-2021,15-AUG-2021,15-SEP-2021,15-AUG-2021
1034116,20000,0.1242,449.15,22031,0.1548,"INDIVIDUAL","1617","1263699","NY",11-DEC-2021,12-NOV-2021,12-DEC-2021,16-FEB-2021
602397,18000,0.0888,372.61,22018,0.1823,"INDIVIDUAL","556","772933","FL",10-OCT-2021,14-AUG-2021,14-SEP-2021,16-APR-2021
653227,2850,0.0963,60.04,2974,0.1862,"INDIVIDUAL","556","835399","NY",11-JAN-2021,11-AUG-2021,11-SEP-2021,16-MAY-2021
654528,10000,0.1037,214.3,11312,0.2111,"INDIVIDUAL","1462","837050","CO",11-JAN-2021,12-JUL-2021,12-AUG-2021,12-JUL-2021
591496,11675,0.1112,254.55,13645,0.142,"INDIVIDUAL","1462","759716","CA",10-OCT-2021,12-JUL-2021,12-AUG-2021,12-AUG-2021
716118,8000,0.1074,172.91,10370,0.2625,"INDIVIDUAL","1617","909894","OH",11-APR-2021,16-FEB-2021,16-MAR-2021,16-FEB-2021
689064,3000,0.1074,64.84,3387,0.0838,"INDIVIDUAL","1617","879266","GA",11-MAR-2021,12-JUL-2021,12-AUG-2021,15-DEC-2021
569597,15250,0.1186,338.15,20281,0.2466,"INDIVIDUAL","1389","732698","OH",10-AUG-2021,15-JUL-2021,15-AUG-2021,15-JUL-2021
