id_achat,id_magasin,fournisseur,id_produit,date_achat,quantité,coût_unitaire,coût_total
454,9,Fourni_A,97,2024-12-02,72,31.02,2233.44
455,8,,60,23 Jun 2024,184,42.23,7770.32
456,5,Fourni_B,52,09/03/2025,123,32.35,3979.05
457,10,Fourni_A,65,2024-12-19,40,,1507.2
458,1,Fourni_D,93,21 July 2024,14,10.4,145.6
459,10,Fourni_C,30,2024-10-07,25,35.62,890.5
460,9,Fourni_D,26,2024-06-02,48,5.65,271.2
461,1,Fourni_A,69,15 July 2024,17,30.33,515.61
462,12,Fourni_B,91,01-02-2025,186,39.79,7400.94
463,1,Fourni_C,49,28 Sep 2024,171,5.73,979.83
464,11,Fourni_B,84,04/07/2024,103,11.08,1141.24
465,4,Fourni_C,75,2025-03-06,138,42.01,5797.38
466,2,Fourni_A,2,09-22-2024,158,23.67,3739.86
467,8,Fourni_D,1,17/04/2025,62,47.52,2946.24
468,2,Fourni_A,25,03-31-2025,161,8.56,1378.16
469,7,Fourni_D,72,08/02/2025,81,29.93,2424.33
470,4,Fourni_B,82,11-10-2024,39,9.6,374.4
471,10,,17,05-13-2024,145,41.46,6011.7
472,8,Fourni_B,62,08/02/2025,63,45.01,2835.63
473,5,Fourni_A,15,14 April 2025,111,,1898.1
474,8,Fourni_C,72,11 Jun 2024,51,32.21,1642.71
475,9,Fourni_A,16,26/05/2024,105,18.5,1942.5
476,4,Fourni_D,87,30 June 2024,96,28.6,2745.6
477,5,Fourni_B,27,31 January 2025,125,44.4,5550.0
478,8,Fourni_C,58,2024-07-01,134,38.9,5212.6
479,9,Fourni_D,67,08/08/2024,66,37.39,2467.74
480,4,Fourni_A,20,01/02/2025,173,31.16,5390.68
481,12,Fourni_B,66,03-06-2025,188,43.87,8247.56
482,1,Fourni_D,8,27 December 2024,45,18.92,851.4
483,12,,58,2025-02-25,80,41.21,3296.8
484,12,Fourni_D,89,30/03/2025,152,44.9,6824.8
485,10,Fourni_D,8,20 December 2024,87,18.83,1638.21
486,10,Fourni_A,14,03/08/2024,87,11.34,986.58
487,11,Fourni_A,33,2024-12-31,17,,771.97
488,6,Fourni_D,98,06/09/2024,188,29.28,5504.64
489,10,Fourni_C,44,01 Oct 2024,146,30.86,4505.56
490,4,Fourni_C,24,13 October 2024,15,15.47,232.05
491,12,Fourni_B,12,25/05/2024,155,,3673.5
492,4,Fourni_D,90,06 Dec 2024,69,43.8,3022.2
493,3,Fourni_D,79,03-15-2025,89,40.39,3594.71
494,10,Fourni_A,77,08 May 2024,10,12.24,122.4
495,8,Fourni_B,26,05 May 2024,163,5.21,849.23
496,4,Fourni_D,33,27/05/2024,160,42.16,6745.6
497,1,Fourni_A,65,26/09/2024,60,36.84,2210.4
498,9,Fourni_D,57,2024-09-16,67,51.89,3476.63
499,1,Fourni_B,96,28 June 2024,175,,4210.5
500,4,Fourni_A,72,05/03/2025,61,29.63,1807.43
501,7,Fourni_D,31,29 Jul 2024,11,26.39,290.29
502,11,,82,10-06-2024,20,9.95,199.0
503,4,Fourni_C,54,08-30-2024,35,15.71,549.85
504,6,Fourni_B,44,12-13-2024,97,37.33,3621.01
505,6,Fourni_C,13,06/09/2024,123,21.46,2639.58
506,3,Fourni_D,50,10-29-2024,28,36.24,1014.72
507,12,Fourni_B,26,10 July 2024,100,4.66,466.0
508,6,Fourni_A,54,31/03/2025,87,14.46,1258.02
509,4,Fourni_A,75,11-08-2024,10,43.84,438.4
510,4,Fourni_C,63,20 Oct 2024,70,42.8,2996.0
511,4,Fourni_C,11,08 Feb 2025,156,26.6,4149.6
512,3,Fourni_A,74,20/06/2024,82,24.71,2026.22
513,3,Fourni_D,89,01/03/2025,70,42.65,2985.5
514,2,Fourni_C,65,19/10/2024,67,39.21,2627.07
515,7,Fourni_A,36,2024-07-20,94,46.37,4358.78
516,12,Fourni_B,73,06 May 2024,147,32.8,4821.6
517,9,,52,2025-01-13,95,37.58,3570.1
518,7,Fourni_B,90,17 September 2024,67,47.13,3157.71
519,2,Fourni_B,50,2024-07-02,13,36.49,474.37
520,11,Fourni_C,10,2024-05-21,14,38.76,542.64
521,7,Fourni_B,46,01 Dec 2024,21,39.54,830.34
522,7,Fourni_C,78,08-06-2024,181,5.33,964.73
523,12,Fourni_B,18,06/06/2024,185,45.41,8400.85
524,4,Fourni_C,59,02 Apr 2025,196,42.47,8324.12
525,8,Fourni_A,66,03-08-2025,81,39.5,3199.5
526,5,Fourni_B,77,26 Apr 2025,161,11.96,1925.56
527,7,Fourni_B,65,2025-04-09,67,38.5,2579.5
528,2,Fourni_B,61,02-05-2025,65,36.26,2356.9
529,9,Fourni_A,14,20 February 2025,62,13.19,817.78
530,8,Fourni_B,81,2024-08-10,196,35.41,6940.36
531,11,Fourni_A,33,24 April 2025,168,43.0,7224.0
532,3,Fourni_A,15,2024-07-27,29,15.55,450.95
533,4,,44,25 August 2024,117,34.63,4051.71
534,1,Fourni_A,85,27/01/2025,181,16.35,2959.35
535,10,Fourni_A,34,28/01/2025,96,20.83,1999.68
536,1,Fourni_C,32,03/06/2024,148,30.3,4484.4
537,4,Fourni_A,76,16 July 2024,72,34.34,2472.48
538,3,Fourni_C,30,05-06-2024,190,36.65,6963.5
539,1,Fourni_A,77,2024-06-21,111,14.2,1576.2
540,10,Fourni_D,90,01 May 2024,160,38.9,6224.0
541,7,,5,2024-05-26,141,7.38,1040.58
542,5,Fourni_D,63,20/05/2024,147,38.57,5669.79
543,4,Fourni_B,7,16 July 2024,99,6.58,651.42
544,10,Fourni_A,63,2024-12-14,167,42.46,7090.82
545,12,Fourni_D,16,16/10/2024,182,21.44,3902.08
546,5,Fourni_A,84,15/04/2025,23,,294.63
547,7,Fourni_A,10,08/04/2025,74,39.22,2902.28
548,11,Fourni_C,44,30 October 2024,12,31.17,374.04
549,8,Fourni_B,8,12-31-2024,125,17.27,2158.75
550,7,Fourni_D,16,2024-09-20,159,19.09,3035.31
551,9,Fourni_A,22,2025-03-04,105,32.5,3412.5
552,2,Fourni_B,72,14 May 2024,176,31.0,5456.0
553,4,Fourni_C,81,2024-12-20,95,35.7,3391.5
554,10,Fourni_C,38,26 Apr 2025,119,15.84,1884.96
555,2,Fourni_A,100,01-22-2025,142,4.8,681.6
556,9,,86,04-24-2025,148,47.39,7013.72
557,10,Fourni_C,60,09 April 2025,144,42.98,6189.12
558,12,Fourni_C,89,04 June 2024,68,44.56,3030.08
559,11,Fourni_A,48,2025-04-20,192,27.04,5191.68
560,10,Fourni_C,97,30 Mar 2025,86,29.1,2502.6
561,3,Fourni_C,46,2024-12-30,40,40.09,1603.6
562,11,Fourni_D,43,05-11-2024,14,33.33,466.62
563,2,Fourni_A,76,2024-06-09,30,37.33,1119.9
564,11,Fourni_C,90,2024-07-25,108,41.2,4449.6
565,5,Fourni_C,43,12 November 2024,14,33.53,469.42
566,2,Fourni_C,100,2024-08-26,26,4.88,126.88
567,6,Fourni_A,66,30 Jul 2024,24,42.15,1011.6
568,3,Fourni_A,31,05 April 2025,194,26.74,5187.56
569,1,Fourni_B,69,30 Apr 2024,144,32.13,4626.72
570,10,Fourni_B,58,15 May 2024,64,40.29,2578.56
571,11,Fourni_A,1,17/04/2025,169,41.83,7069.27
572,5,Fourni_A,75,10-05-2024,119,39.45,4694.55
573,4,Fourni_B,45,03-09-2025,159,37.09,5897.31
574,8,Fourni_B,50,12 Dec 2024,128,38.51,4929.28
575,9,Fourni_B,65,04/09/2024,64,35.33,2261.12
576,6,Fourni_A,100,2025-01-27,98,4.93,483.14
577,2,Fourni_C,57,2024-06-27,75,49.43,3707.25
578,8,Fourni_D,100,02-03-2025,94,5.43,510.42
579,10,,28,05 March 2025,108,33.7,3639.6
580,12,,41,12-16-2024,72,23.53,1694.16
581,6,Fourni_C,15,11 July 2024,199,15.64,3112.36
582,11,Fourni_D,39,2024-12-05,199,33.85,6736.15
583,3,Fourni_A,37,08/12/2024,98,10.51,1029.98
584,12,Fourni_B,14,18 January 2025,142,11.66,1655.72
585,7,Fourni_D,63,2025-03-30,18,43.09,775.62
586,6,Fourni_A,68,27 Nov 2024,156,43.71,6818.76
587,11,Fourni_A,76,13 February 2025,193,35.51,6853.43
588,5,Fourni_D,33,2025-03-17,197,43.72,8612.84
589,5,Fourni_D,10,07/06/2024,196,37.26,7302.96
590,7,Fourni_D,65,2024-10-27,105,35.15,3690.75
591,1,Fourni_D,100,10-11-2024,22,4.7,103.4
592,1,,96,19/06/2024,132,21.15,2791.8
593,1,Fourni_A,14,25 August 2024,29,11.34,328.86
594,7,Fourni_D,1,01-31-2025,134,46.07,6173.38
595,11,Fourni_A,40,13/04/2025,17,27.47,466.99
596,5,Fourni_D,5,20/05/2024,46,8.29,381.34
597,5,Fourni_A,25,15 February 2025,164,7.86,1289.04
598,7,Fourni_A,72,05/02/2025,168,33.75,5670.0
599,1,Fourni_B,94,18 Aug 2024,174,10.99,1912.26
600,8,Fourni_A,9,05-06-2024,63,31.62,1992.06
601,11,Fourni_D,60,09-22-2024,38,37.11,1410.18
602,6,Fourni_B,15,30 Mar 2025,153,14.56,2227.68
603,4,Fourni_C,51,2024-08-11,80,22.85,1828.0
604,5,Fourni_C,38,11-06-2024,114,13.78,1570.92
605,3,Fourni_C,72,2024-10-20,56,33.15,1856.4
606,1,Fourni_B,75,10 Jan 2025,54,39.38,2126.52
607,10,Fourni_A,90,18 May 2024,109,42.44,4625.96
608,11,Fourni_B,58,12-17-2024,85,37.59,3195.15
609,2,Fourni_D,85,11-16-2024,180,17.78,3200.4
610,11,,21,08 May 2024,145,35.39,5131.55
611,9,Fourni_B,94,10-07-2024,165,10.93,1803.45
612,2,Fourni_A,86,09-16-2024,163,47.26,7703.38
613,11,Fourni_D,13,21 February 2025,93,21.18,1969.74
614,3,Fourni_C,79,03 April 2025,139,39.64,5509.96
615,7,Fourni_B,25,22 August 2024,197,8.4,1654.8
616,6,Fourni_B,48,03-07-2025,94,29.0,2726.0
617,1,Fourni_B,64,19 May 2024,100,31.19,3119.0
618,9,Fourni_B,73,03-01-2025,15,32.69,490.35
619,1,Fourni_D,86,06 November 2024,109,45.44,4952.96
620,3,Fourni_A,41,13/11/2024,119,23.52,2798.88
621,9,,64,14 Jul 2024,77,28.01,2156.77
622,11,Fourni_C,70,14/04/2025,100,30.48,3048.0
623,1,Fourni_A,39,04-22-2025,178,35.7,6354.6
624,6,Fourni_D,61,15 March 2025,83,35.29,2929.07
625,12,Fourni_A,21,13 Dec 2024,167,31.95,5335.65
626,3,Fourni_A,39,11 November 2024,149,35.29,5258.21
627,6,Fourni_C,29,2024-05-07,49,11.39,558.11
628,1,Fourni_B,97,2024-12-06,68,29.44,2001.92
629,1,Fourni_D,30,23/08/2024,57,37.38,2130.66
630,9,Fourni_D,32,2024-05-20,68,30.23,2055.64
631,9,Fourni_B,85,2024-09-29,145,16.92,2453.4
632,5,Fourni_A,65,02 Jul 2024,50,34.02,1701.0
633,1,Fourni_A,40,2024-05-08,152,27.54,4186.08
634,12,Fourni_C,90,06-07-2024,198,42.77,8468.46
635,4,,89,22/12/2024,147,42.14,6194.58
636,2,Fourni_D,79,15/01/2025,191,37.36,7135.76
637,12,,47,06-05-2024,186,,4071.54
638,2,Fourni_C,86,29 April 2025,145,46.8,6786.0
639,5,Fourni_B,55,2024-10-31,176,24.33,4282.08
640,2,Fourni_A,63,12-09-2024,54,42.43,2291.22
641,2,Fourni_A,28,15 April 2025,157,31.32,4917.24
642,9,Fourni_B,21,06/02/2025,126,35.71,4499.46
643,11,Fourni_B,72,12 Jul 2024,60,30.5,1830.0
644,4,Fourni_C,41,08 April 2025,131,20.76,2719.56
645,1,Fourni_B,98,16 June 2024,79,30.74,2428.46
646,5,Fourni_D,71,2024-11-19,127,32.89,4177.03
647,7,Fourni_B,64,18/04/2025,101,29.48,2977.48
648,2,Fourni_A,99,05-22-2024,93,37.04,3444.72
649,2,Fourni_C,30,19 June 2024,89,,3394.46
650,2,Fourni_C,5,01-27-2025,136,8.01,1089.36
651,2,Fourni_A,62,02-03-2025,88,45.82,4032.16
652,8,Fourni_C,37,27 November 2024,79,11.09,876.11
653,3,Fourni_A,87,14 February 2025,16,29.88,478.08
654,12,Fourni_C,14,2024-09-26,118,12.19,1438.42
655,12,Fourni_D,48,05-08-2024,38,29.68,1127.84
656,3,Fourni_A,45,07/12/2024,183,33.92,6207.36
657,5,Fourni_A,15,2025-02-13,45,14.44,649.8
658,8,Fourni_D,95,06-28-2024,172,27.58,4743.76
659,4,Fourni_D,32,22 Feb 2025,80,30.11,2408.8
660,1,Fourni_C,17,08-02-2024,61,35.59,2170.99
661,5,Fourni_A,9,10-07-2024,174,36.89,6418.86
662,9,Fourni_B,6,02-23-2025,45,16.09,724.05
663,5,Fourni_B,98,26/05/2024,145,29.89,4334.05
664,2,,78,13 Jun 2024,15,6.1,91.5
665,12,Fourni_A,52,22 Sep 2024,52,35.05,1822.6
666,3,Fourni_D,51,19 Feb 2025,42,23.38,981.96
667,12,Fourni_C,35,08 Feb 2025,89,35.67,3174.63
668,4,Fourni_D,79,10 Mar 2025,76,40.52,3079.52
669,8,Fourni_B,55,02 January 2025,97,23.19,2249.43
670,4,Fourni_A,23,29 June 2024,101,37.34,3771.34
671,9,Fourni_D,85,30 January 2025,197,15.82,3116.54
672,10,Fourni_A,52,12 Nov 2024,177,32.61,5771.97
673,4,Fourni_B,99,31/12/2024,127,38.77,4923.79
674,12,Fourni_C,29,05 Oct 2024,76,10.88,826.88
675,1,Fourni_D,62,10-03-2024,113,50.58,5715.54
676,11,Fourni_B,38,2024-06-11,16,16.48,263.68
677,2,,20,21/04/2025,85,33.06,2810.1
678,10,Fourni_C,87,2024-09-29,46,29.7,1366.2
679,8,Fourni_B,67,2024-10-14,71,38.78,2753.38
680,7,Fourni_B,97,09-16-2024,27,29.85,805.95
681,12,Fourni_D,25,14 June 2024,53,7.64,404.92
682,5,Fourni_C,60,23/11/2024,104,37.59,3909.36
683,6,Fourni_A,23,07/03/2025,112,,4164.16
684,10,Fourni_A,62,23/05/2024,175,52.18,9131.5
685,3,Fourni_B,93,16 Jun 2024,183,9.49,1736.67
686,12,Fourni_C,30,24 Feb 2025,24,39.32,943.68
687,12,Fourni_B,28,2025-01-17,18,35.04,630.72
688,12,,1,25/04/2025,173,39.97,6914.81
689,5,Fourni_D,38,2024-12-09,86,15.15,1302.9
690,9,Fourni_A,92,22 May 2024,154,,5306.84
691,8,Fourni_B,69,22 Aug 2024,171,31.68,5417.28
692,12,Fourni_C,92,25 November 2024,145,33.16,4808.2
693,2,Fourni_A,60,2024-07-30,152,42.72,6493.44
694,4,Fourni_D,6,25 December 2024,83,14.75,1224.25
695,3,Fourni_D,72,07-11-2024,52,35.5,1846.0
696,3,Fourni_D,77,24 Apr 2025,59,12.13,715.67
697,1,Fourni_B,96,09-17-2024,94,22.35,2100.9
698,10,Fourni_D,70,26 January 2025,115,34.87,4010.05
699,11,Fourni_A,63,27 Mar 2025,170,39.44,6704.8
700,9,Fourni_B,11,27/03/2025,185,25.96,4802.6
701,1,Fourni_D,46,10-31-2024,71,45.42,3224.82
702,4,Fourni_D,9,10 February 2025,149,32.21,4799.29
703,1,Fourni_C,13,2025-02-01,84,24.59,2065.56
704,4,Fourni_D,9,03-09-2025,169,36.13,6105.97
705,7,Fourni_B,1,2024-06-12,193,44.09,8509.37
706,4,Fourni_C,58,08/06/2024,171,40.45,6916.95
707,10,,56,05 Sep 2024,93,5.86,544.98
708,6,Fourni_D,46,25 January 2025,30,43.48,1304.4
709,9,Fourni_A,28,16 May 2024,52,32.81,1706.12
710,4,Fourni_B,84,2025-02-23,23,11.16,256.68
711,11,,57,2024-05-25,165,46.28,7636.2
712,1,Fourni_B,9,03 Jun 2024,75,35.67,2675.25
713,9,Fourni_D,76,2025-01-27,118,36.58,4316.44
714,4,Fourni_A,75,07-01-2024,115,41.6,4784.0
715,6,Fourni_A,27,19 December 2024,13,38.19,496.47
716,2,Fourni_D,65,2024-10-01,56,33.04,1850.24
717,8,Fourni_D,65,2024-10-14,14,36.52,511.28
718,7,Fourni_D,14,05 August 2024,122,12.74,1554.28
719,1,Fourni_D,88,14 March 2025,52,14.52,755.04
720,3,Fourni_D,64,2024-11-01,46,30.58,1406.68
721,3,Fourni_B,36,2024-06-08,120,49.04,5884.8
722,8,Fourni_B,8,2024-09-23,122,17.2,2098.4
723,3,Fourni_D,26,10-06-2024,87,4.78,415.86
724,12,Fourni_B,16,2024-08-04,113,19.72,2228.36
725,4,,57,08-03-2024,111,48.85,5422.35
726,11,Fourni_C,45,16 November 2024,93,34.88,3243.84
727,10,Fourni_B,64,13 Oct 2024,199,30.76,6121.24
728,7,Fourni_A,74,27 June 2024,71,27.29,1937.59
729,11,Fourni_B,76,29 Jun 2024,58,33.95,1969.1
730,1,Fourni_B,43,30 June 2024,117,33.3,3896.1
731,5,Fourni_D,68,18/07/2024,24,49.44,1186.56
732,10,Fourni_B,74,21/01/2025,70,24.55,1718.5
733,6,Fourni_A,16,21 May 2024,128,19.57,2504.96
734,3,Fourni_B,63,18 July 2024,106,38.99,4132.94
735,11,Fourni_C,70,2025-01-24,42,34.25,1438.5
736,6,Fourni_B,84,2025-01-17,118,11.0,1298.0
737,12,Fourni_C,81,11-27-2024,96,36.43,3497.28
738,11,,18,04-04-2025,125,46.27,5783.75
739,8,Fourni_A,87,21 Sep 2024,119,28.01,3333.19
740,9,Fourni_D,8,2025-01-07,182,18.92,3443.44
741,3,Fourni_C,69,09 January 2025,175,33.28,5824.0
742,1,Fourni_B,69,03-27-2025,153,31.27,4784.31
743,5,Fourni_B,7,26 Jan 2025,35,6.96,243.6
744,10,Fourni_B,88,22 October 2024,135,13.71,1850.85
745,4,Fourni_B,2,02-24-2025,144,21.65,3117.6
746,8,Fourni_A,99,2024-10-01,28,43.64,1221.92
747,10,Fourni_B,59,18 April 2025,150,41.21,6181.5
748,4,Fourni_B,26,23 Jan 2025,97,5.33,517.01
749,6,Fourni_A,88,18/01/2025,71,12.83,910.93
750,6,Fourni_D,23,11 Nov 2024,128,37.4,4787.2
751,7,Fourni_B,29,23/10/2024,191,12.63,2412.33
752,6,Fourni_C,74,13 December 2024,170,,4375.8
753,12,Fourni_C,64,07-19-2024,180,31.7,5706.0
754,9,Fourni_C,85,13/10/2024,121,17.56,2124.76
755,3,Fourni_A,58,03-14-2025,96,35.98,3454.08
756,1,Fourni_C,30,24 Jul 2024,116,37.91,4397.56
757,5,Fourni_C,73,12 May 2024,140,31.02,4342.8
758,1,Fourni_D,69,2025-02-19,66,29.6,1953.6
759,9,Fourni_A,61,22/10/2024,27,36.73,991.71
760,9,Fourni_B,74,22/12/2024,76,26.41,2007.16
761,10,Fourni_C,68,10-11-2024,189,46.95,8873.55
762,5,Fourni_B,20,2024-08-14,15,33.27,499.05
763,9,Fourni_D,44,22 Apr 2025,165,35.92,5926.8
764,9,Fourni_D,19,2024-08-07,63,33.3,2097.9
765,9,Fourni_C,9,01-26-2025,14,32.65,457.1
766,4,Fourni_B,58,22 November 2024,120,34.55,4146.0
767,2,Fourni_A,47,19 Sep 2024,24,23.15,555.6
768,2,Fourni_A,67,09-09-2024,91,33.22,3023.02
769,10,Fourni_C,25,21 May 2024,11,8.59,94.49
770,8,Fourni_B,59,06 Feb 2025,33,36.53,1205.49
771,10,Fourni_D,14,06 Jun 2024,159,13.57,2157.63
772,10,Fourni_C,77,08/07/2024,51,13.07,666.57
773,11,Fourni_C,65,19 Sep 2024,96,34.77,3337.92
774,11,,91,27 May 2024,111,42.18,4681.98
775,8,Fourni_D,89,2025-03-17,168,44.05,7400.4
776,4,Fourni_C,38,2024-06-08,156,14.72,2296.32
777,12,Fourni_D,61,08/04/2025,72,37.72,2715.84
778,9,,16,2025-02-22,57,20.44,1165.08
779,11,Fourni_A,86,2024-11-18,186,44.18,8217.48
780,6,Fourni_B,95,04 May 2024,98,23.22,2275.56
781,6,Fourni_C,60,19/03/2025,27,,1170.18
782,9,Fourni_C,26,17 March 2025,40,4.68,187.2
783,7,Fourni_A,43,03/09/2024,109,33.55,3656.95
784,9,,50,11-02-2024,48,42.29,2029.92
785,12,Fourni_C,50,01-18-2025,156,36.14,5637.84
786,3,Fourni_D,97,19 March 2025,162,27.88,4516.56
787,6,Fourni_C,41,30/03/2025,75,22.92,1719.0
788,6,Fourni_B,82,06 October 2024,22,9.85,216.7
789,4,Fourni_C,69,30/11/2024,194,30.61,5938.34
790,4,Fourni_D,83,07 February 2025,183,24.92,4560.36
791,1,Fourni_A,57,17/03/2025,129,47.71,6154.59
792,10,Fourni_C,75,01 Apr 2025,184,38.93,7163.12
793,12,Fourni_C,34,09-06-2024,167,20.4,3406.8
794,9,Fourni_B,27,11 Oct 2024,169,40.75,6886.75
795,10,Fourni_D,78,08/07/2024,186,5.93,1102.98
796,3,Fourni_A,50,21/08/2024,104,40.77,4240.08
797,3,Fourni_C,27,06 November 2024,136,43.94,5975.84
798,11,Fourni_A,35,12 Aug 2024,53,42.67,2261.51
799,10,Fourni_A,23,2024-05-23,32,38.86,1243.52
800,6,Fourni_D,66,29/11/2024,51,41.99,2141.49
801,10,Fourni_B,90,10 Feb 2025,173,43.16,7466.68
802,3,Fourni_A,22,24/09/2024,174,32.08,5581.92
803,11,Fourni_D,87,06-18-2024,41,27.89,1143.49
804,11,,61,09 July 2024,174,33.28,5790.72
805,4,Fourni_B,94,2025-01-31,119,11.69,1391.11
806,7,Fourni_C,39,30/06/2024,143,36.11,5163.73
807,8,Fourni_C,74,2024-05-12,198,26.48,5243.04
808,6,Fourni_A,7,09/06/2024,141,7.09,999.69
809,4,Fourni_D,50,13 Nov 2024,166,43.86,7280.76
810,1,Fourni_A,100,04 October 2024,67,5.12,343.04
811,12,Fourni_A,92,07-27-2024,160,33.37,5339.2
812,10,Fourni_A,78,27/09/2024,119,5.9,702.1
813,9,Fourni_D,48,14 May 2024,74,28.17,2084.58
814,6,Fourni_C,2,23 November 2024,94,23.24,2184.56
815,10,Fourni_B,86,12-09-2024,199,50.51,10051.49
816,5,Fourni_C,49,2024-10-10,73,5.57,406.61
817,2,Fourni_D,74,2024-06-09,75,24.37,1827.75
818,12,Fourni_A,58,2024-09-08,50,34.78,1739.0
819,10,Fourni_C,56,13/12/2024,78,6.24,486.72
820,2,Fourni_C,26,16/07/2024,63,5.54,349.02
821,7,Fourni_A,60,09 September 2024,184,43.62,8026.08
822,9,Fourni_D,40,2024-06-10,177,27.53,4872.81
823,9,Fourni_C,87,18 March 2025,82,28.29,2319.78
824,3,Fourni_C,10,2024-06-02,108,36.52,3944.16
825,4,Fourni_B,96,02-16-2025,37,22.99,850.63
826,9,Fourni_B,64,2024-10-22,183,29.14,5332.62
827,9,Fourni_D,22,05 Jul 2024,77,,2537.15
828,1,Fourni_B,28,02-16-2025,151,,4874.28
829,3,Fourni_A,97,2024-09-07,96,31.81,3053.76
830,11,Fourni_B,60,11 Feb 2025,65,36.48,2371.2
831,6,Fourni_A,53,19 Feb 2025,18,19.87,357.66
832,3,Fourni_C,58,23/08/2024,109,35.64,3884.76
833,6,Fourni_C,64,2024-11-02,37,28.42,1051.54
834,6,Fourni_B,97,06 Aug 2024,102,32.3,3294.6
835,8,,50,04-03-2025,108,36.72,3965.76
836,10,,17,2025-01-20,110,34.4,3784.0
837,4,Fourni_B,21,2024-06-23,96,34.67,3328.32
838,5,Fourni_A,54,29 May 2024,130,14.39,1870.7
839,4,Fourni_C,33,08/09/2024,102,44.86,4575.72
840,3,Fourni_D,31,22 March 2025,153,25.19,3854.07
841,6,Fourni_C,32,2024-08-27,140,32.66,4572.4
842,1,Fourni_C,91,08-10-2024,119,40.35,4801.65
843,2,Fourni_B,18,11-02-2024,155,40.12,6218.6
844,12,Fourni_B,3,03-15-2025,153,28.76,4400.28
845,5,Fourni_B,75,19/08/2024,47,38.89,1827.83
846,6,Fourni_D,34,08-14-2024,65,20.84,1354.6
847,12,Fourni_C,17,06 May 2024,50,36.26,1813.0
848,11,Fourni_C,63,09 March 2025,56,35.88,2009.28
849,9,Fourni_A,83,19/02/2025,64,25.76,1648.64
850,8,Fourni_D,27,27 Apr 2025,60,38.89,2333.4
851,4,Fourni_C,15,2025-03-31,139,14.75,2050.25
852,6,Fourni_C,13,11 August 2024,38,21.05,799.9
853,12,Fourni_C,67,29/11/2024,199,36.79,7321.21
854,1,Fourni_D,45,04 Dec 2024,175,35.49,6210.75
855,3,Fourni_A,71,19 Jan 2025,160,38.18,6108.8
856,12,Fourni_A,59,08/10/2024,161,37.17,5984.37
857,4,,8,03-12-2025,150,16.84,2526.0
858,8,Fourni_A,99,05/11/2024,178,38.68,6885.04
859,6,Fourni_D,77,04-21-2025,23,14.02,322.46
860,11,Fourni_C,82,12 March 2025,145,10.63,1541.35
861,12,Fourni_C,47,07-22-2024,136,20.75,2822.0
862,10,Fourni_C,38,22/10/2024,120,14.85,1782.0
863,6,Fourni_D,22,09-19-2024,118,30.68,3620.24
864,9,Fourni_A,45,2024-05-11,19,33.12,629.28
865,2,Fourni_A,2,08/04/2025,160,22.77,3643.2
866,8,Fourni_A,47,2024-07-11,60,24.85,1491.0
867,8,Fourni_D,62,06 January 2025,159,51.9,8252.1
868,1,,50,06/12/2024,118,39.92,4710.56
869,5,Fourni_D,74,10/12/2024,15,25.19,377.85
870,4,Fourni_C,61,09-29-2024,18,34.68,624.24
871,5,Fourni_D,78,16 June 2024,137,6.15,842.55
872,11,Fourni_A,22,2024-09-10,174,29.37,5110.38
873,3,Fourni_A,27,2024-10-30,92,37.79,3476.68
874,9,Fourni_D,39,28/09/2024,142,37.4,5310.8
875,4,Fourni_B,39,03/06/2024,175,37.35,6536.25
876,11,Fourni_B,33,14 June 2024,86,39.7,3414.2
877,6,Fourni_C,50,27/04/2025,188,38.73,7281.24
878,3,Fourni_C,35,01 October 2024,69,39.9,2753.1
879,10,Fourni_D,85,26 Aug 2024,33,18.04,595.32
880,11,Fourni_D,78,04 Oct 2024,71,6.08,431.68
881,12,Fourni_C,38,2025-01-03,122,14.78,1803.16
882,7,Fourni_D,11,21 April 2025,110,29.25,3217.5
883,9,Fourni_B,42,2024-09-13,28,11.48,321.44
884,9,Fourni_B,9,01-14-2025,78,36.01,2808.78
885,4,,80,05-10-2024,50,26.01,1300.5
886,5,Fourni_C,87,2024-06-28,130,28.71,3732.3
887,10,Fourni_C,63,21/09/2024,119,42.57,5065.83
888,10,Fourni_A,16,01 May 2024,177,20.06,3550.62
889,12,Fourni_B,57,07-31-2024,71,48.42,3437.82
890,3,Fourni_A,92,23/11/2024,49,36.35,1781.15
891,5,Fourni_B,74,01 Oct 2024,16,23.2,371.2
892,4,Fourni_A,83,06-28-2024,86,22.1,1900.6
893,4,Fourni_B,89,25 August 2024,103,38.38,3953.14
894,6,,13,06-18-2024,72,24.08,1733.76
895,7,Fourni_D,46,07-31-2024,77,44.29,3410.33
896,10,Fourni_D,45,2024-06-12,197,37.58,7403.26
897,3,Fourni_A,91,12-01-2024,48,43.58,2091.84
898,12,Fourni_B,51,24/02/2025,88,26.16,2302.08
899,8,Fourni_D,17,15/07/2024,155,41.56,6441.8
900,2,Fourni_C,30,21 Jul 2024,22,39.73,874.06
901,10,Fourni_D,37,02 Mar 2025,94,10.32,970.08
902,5,Fourni_B,25,01 September 2024,85,7.32,622.2
903,1,Fourni_D,5,10-06-2024,178,8.41,1496.98
904,10,Fourni_A,9,12/05/2024,184,37.08,6822.72
905,5,Fourni_C,96,04-24-2025,102,22.39,2283.78
906,1,Fourni_A,20,2025-03-09,109,31.09,3388.81
907,11,Fourni_B,50,04 July 2024,13,37.83,491.79
908,1,Fourni_C,43,10/03/2025,129,,3739.71
909,8,Fourni_C,64,08 May 2024,141,28.29,3988.89
